,neg,neu,pos,compound
aniesbaswedan peeters kris dubesunieropa dkijakarta anies trend scbd fashion week ut an example of a normal generation,0.0,1.0,0.0,0.0
"Holabuna's secret number, Minji becomes an scbd child, then joins Citayam Fashion Week",0.0,0.902,0.098,0.0772
Kamishiro btw Citayam scbd fashion week isn't it?,0.0,1.0,0.0,0.0
the blessing of citayam fashion week viral,0.0,0.652,0.348,0.4939
lordofdowntown weh cover scbd fashion week wkwkwk,0.0,1.0,0.0,0.0
"RT Winarso, I'm in Jakarta, bringing together novice designers to make clothes & cosplay for the scbd citaya",0.0,1.0,0.0,0.0
fyyyyyy if it's good btw then work scbd see citayam fashion week wkk,0.0,0.805,0.195,0.4404
maulitri txt from bandung citayam fashion week that scbd was moved to didieu kircon sigana intersection pas euy,0.0,1.0,0.0,0.0
"little jeyun laughed saying that the scbd fashion week kid got lost, t t's sorry for being annoyed with sm who dressed you up wkwkwk",0.214,0.692,0.094,-0.3566
"walking routinely during internships, just walking from Sudirman Station to the office which is a kilometer away, it's fun, Citayam fashion week, Scbd Ken's children, routinely walk, Euy httpstcozmszaglj",0.0,0.891,0.109,0.5106
Dips Semarang is turned into a style of Citayam Fashion Week Scbd Kirakira,0.0,1.0,0.0,0.0
support fashion week but need to participate in education because age really needs netizens. Compare with old videos.,0.0,0.902,0.098,0.2144
scbd fashion week are you aware that the interviewer is a role model influencer aing ci feliciatjiasaka bang papersboy,0.0,1.0,0.0,0.0
rt upil galaxy scbd sudirman citayem bojong depok fashion week forms the opposite of established fashion to express,0.0,1.0,0.0,0.0
this whole scbd citayam fashion week thing is a cultural reset if ive ever seen one mate,0.0,1.0,0.0,0.0
anies baswedan jajal catwalk ala Citayam fashion week hamlet cool teenager scbd httpstcoiancnqzd tempovideo,0.0,0.85,0.15,0.3182
"rt you use a cellphone, scbd citayam fashion week edition httpstcomsdmpihs via youtube",0.0,1.0,0.0,0.0
rt tempodotco governor of dki jakarta anies baswedan natural story jajal catwalk ala citayam fashion week street general,0.0,0.872,0.128,0.3612
anies baswedan guest leads European investment catwalk a la Citayam fashion week scbd httpstcoypababl,0.0,1.0,0.0,0.0
"rt sergeant qomar sa ae pak anies baswedan londo jak mlaku nang scbdcitayan fashion week is really cool, gub httpstcoxoqqvsmaq",0.0,0.88,0.12,0.3804
rt tvonenews anies teenager scbd citayam fashion week perspective httpstcomsdgszyluf,0.0,1.0,0.0,0.0
anies teen scbd citayam fashion week perspective httpstcomsdgszyluf,0.0,1.0,0.0,0.0
the Citayam fashion week phenomenon often steals the attention of bonge jeje ciyatamfashionweek roy scbd httpstcoyarnnnkqy,0.18,0.82,0.0,-0.5106
"sa ae pa aniesbaswedan londo jak mlaku nang scbdcitayan fashion week is really cool, gub httpstcoxoqqvsmaq",0.0,0.853,0.147,0.3804
"I use a cellphone, the scbd citayam fashion week edition httpstcomsdmpihs via youtube",0.0,1.0,0.0,0.0
Citayam fashion week jeje bonge area scbd sudirman sabumi httpstconuxurgjool,0.0,1.0,0.0,0.0
rt buddy official looks backstage citayam fashion week scbd youth night title event akh,0.0,1.0,0.0,0.0
"positive value axiology of the Citayam Fashion Week phenomenon, the sky of light towards goodness, scbd sudirman citayam bojonggede depok httpstcopammfzrd",0.0,0.667,0.333,0.8402
famous citayam fashion week scbd decade ssbp fountain plaza Senayan,0.0,1.0,0.0,0.0
step citayam fashion week promise soul scbd httpstcobvyrofltfg,0.0,0.753,0.247,0.3182
step citayam fashion week promise soul scbd https codru had,0.0,0.796,0.204,0.3182
ayya nu joins scbd citayem fashion week forum drmulyana,0.0,1.0,0.0,0.0
governor of dki jakarta anies baswedan natural story jajal catwalk ala Citayam fashion week street general sudirman hamlet jakarta tempometro httpstcoeffccgy,0.0,0.889,0.111,0.3612
"smile and smile watching using a cellphone, scbd citayam fashion week edition httpstcoulwyhmknw via youtube",0.0,0.706,0.294,0.6124
people fashion harajuku street think it's weird japanese fashion mecca who knows scbd fashion week exciting brandbrand boyong influencer event so called blablabla fashion week,0.061,0.824,0.115,0.3612
"The phenomenon of teenagers in scbd citayam fashion week is going viral, it's okay, it's legal, isn't their form of expression as a stylish model, don't you think it's an Italian mamarika endesbre, just respect those who don't litter & do drugs",0.0,0.851,0.149,0.6705
"Wise, Wan Abud, changes the total disbandment of CFW, the seat of the PP Satpol, appreciates the sense of benefit, WantoanumpangPanggung, SCBD, Citayamfashionweek, httpstcohumoetakxw",0.0,0.691,0.309,0.8555
rt salmanbiroe phenomenon scbd citayem fashion week harajuku tokyo manage needs sam rules,0.0,1.0,0.0,0.0
"rt tempodotco, the phenomenon of citayam fashion week, viral social media, infatuated with teenagers, scbd, sudirman citayam, bojonggede",0.0,0.934,0.066,0.0516
"the phenomenon of scbd citayem fashion week harajuku tokyo, managing it, needs representative rules so that the direction of tourist attractions is what do you think httpstcobazrlbgs",0.0,0.903,0.097,0.4215
"Citayam fashion week, the potential form of Indonesian subculture, the phenomenon of observing the governor of DKI, Anies Baswedan, nicknamed SCBD, Sudirman, Citayam Bojong Gede, Depok, a thread httpstcovzjpvyk",0.0,1.0,0.0,0.0
Citayam fashion week teenager moments sleeping on the roadside reap the reactions of netizens httpstcosrhqzemv,0.0,1.0,0.0,0.0
Citayam fashion week competes in popularity with harajuku gangnam httpstcoassotah fashion jakarta scbd,0.0,0.795,0.205,0.4767
anies baswedan citayam fashion week youth scbd representative httpstcohujxzdh,0.0,1.0,0.0,0.0
astriiuwu infotwitwor jealous believe me she is jealous she can't afford it that's why she's upset she believes in scbd fashion week,0.312,0.688,0.0,-0.8225
rta anti-drunk thinking this is scbd fashion week and fashion shows that are delicious for the community,0.0,0.812,0.188,0.5719
"The Citayam Fashion Week CFW phenomenon is busy talking about netizens on social media, except for Datamin Eitss, you know that your friend, CFW tweeted Indonesia, the Citayamfashionweek scbd indicator, Dukuhatas Sudirman, httpstcoetfuajgb",0.0,0.909,0.091,0.4939
bismillah scbd fashion week httpstcolqioflwjdu,0.0,1.0,0.0,0.0
"On my birthday yesterday, the story was that I was walking with my girlfriend in the scbd area, so the intention was to just skip it, just like the news tiktok when the kid is big, Citayem fashion week, I hope to invite my gala premiere there",0.0,0.857,0.143,0.7184
rt umar hasibuan scbd now change sudirman citayam bogor depok fashion week httpstcoyirxbeijp,0.0,1.0,0.0,0.0
masmas scbd rides Citayam fashion week httpstcomqoxnaxw httpstcoeeifjymkv,0.0,1.0,0.0,0.0
paris fashion week vs citayam fashion week kimgoeun junghaein galaxys onepiece dijebakuinws mutour telegram google linkedin yoona cibubur kominfo national team martial dybala open po sharpening yuzuru hanyu shanks stayc kim sunwoo finally ot scbd chanwoo job vacancies httpstcognzppzxvg,0.087,0.913,0.0,-0.5574
"showing the charm of a green outfit, netizens invite Cinta Laura to appear Citayam fashion week httpstcobcebhjkp Cintalaura Citayamfashionweek Cintalaurakiehl artist modeling outfit lifestyle trending Citayam scbd fashionweek artistindonesia httpstcoodfhnrf",0.0,0.863,0.137,0.5106
"hyznjin scbd really, are you going to fashion week or not",0.0,1.0,0.0,0.0
"It's okay, I'm joining scbd fashion week https config",0.0,0.808,0.192,0.2263
"I, in Jakarta, started gathering designers to make various clothes & cosplay, stock scbd, Citayam fashion week, it's really cool, it's really anti-stream, then make a pop up cafe, real cafe, walking and bni city httpstcosobypraa",0.0,0.927,0.073,0.3804
"the butthurt citayam fashion week, the average person actually works at scbd, can't walk around the open room, wants to get ac mall httpstcozafqfres",0.0,1.0,0.0,0.0
like a kid scbd anies handshake european union catwalk area citayam fashion week httpstcoqdwwzzkr,0.0,0.828,0.172,0.3612
breaking my silence i dont like seeing indo celebs joining the scbd fashion week trend please leave dont ruin the moment give the kids space you have your own place i believe,0.095,0.75,0.155,0.47
viral abg citayam fashion week scbd staying netizens are not looking for mom httpstcolgqgkcju,0.0,1.0,0.0,0.0
"Citayem fashion week scbd is blooming until the one who sleeps in the hamlet garden, Aniesbaswedan steps and how is it sad to see",0.119,0.881,0.0,-0.4767
People in Parung really like participating in scbd fashion week and have auntie clothes,0.0,0.823,0.177,0.4201
"the phenomenon of scbd citayem fashion week, the coordinating minister for PMK, usually young people are bored",0.116,0.884,0.0,-0.2732
txtdaritng the dark side of scbd fashion week,0.0,1.0,0.0,0.0
santorinissun mile fashion week paris fashion week new york fashion week location pas citayem fashion week hamlet scbd hamlet,0.0,1.0,0.0,0.0
"Yes, don't like scbd citayem fashion week, just support it so the subculture is like harajuku",0.195,0.555,0.25,0.2914
ken catwalk scbd citayam fashion week cowo cake httpstcomglfdgdw,0.0,1.0,0.0,0.0
"the dark side of the citayem fashion week, the echo of social media, portraits of brothers and sisters, lying on the roadside, bedridden, full of fashion, spreading fashion, social media, viral fashionweek scbd httpstcoksqofpy",0.093,0.907,0.0,-0.5267
rt thephraseid citayam fashion week praises Japanese fashion site thephraseid citayamfashionweek scbd streetwear streetfashion,0.0,0.793,0.207,0.5267
"scbd fashion week, you know, trend fashion street, material from the country thread, nusatrip tripkemanaajaletsgo travel, scbd fashion, citayam bojonggede, jakarta httpstcoblmxolmpvx",0.0,1.0,0.0,0.0
paris fashion week vs citayam fashion week scbd sudirman citayam bojonggede depok fashion show week httpstcotwtsewvc,0.0,1.0,0.0,0.0
"hype, isn't it, if sis tamaradai has joined cfw citayen fashion week citayem scbd httpstcojzsngzgs",0.0,1.0,0.0,0.0
cooperate with bonge paula verhoeven mejeng citayem fashion week scbd see how cool he looks tawan paula verhoeven citayem fashion week httpstcoxrnzrarm,0.0,0.901,0.099,0.3182
cool Citayam fashion week praises Japanese fashion site thephraseid citayamfashionweek scbd streetwear streetfashion harajuku style httpstcoxormnrc,0.0,0.711,0.289,0.6908
"Raghib is really my advice, if you pass, at least come to scbd to watch Citayem fashion week if you invite someone",0.0,0.929,0.071,0.1531
Caratstalk dino when you came here scbd fashion week yachh,0.0,1.0,0.0,0.0
like a professional model bonge walk together paula verhoeven scbd citayemfashionweek bonge fashionshow catwalk httpstcotedmfdbxv,0.0,0.839,0.161,0.3612
maeilwkookie convomfs scbd citayem fashion week,0.0,1.0,0.0,0.0
httpstcodkvgejens excited scbd brothers held fashion week sudirman dki provincial government fostered httpstcognjagha,0.0,0.833,0.167,0.34
httpstcodkvgejens scbd teenagers disrupt the order of the Citayam fashion week httpstcorrmtmnutx,0.0,1.0,0.0,0.0
"santorinissun, the generation of social media slaves, lives, endorses, advertises, etc., zero point zero percent, it's just the mejeng factor, why did you wake up at school btw, scbd fashion week started to stop the fast trucks",0.056,0.884,0.061,0.0516
location of citayam fashion week spot instagramable photo sudirman area bni city streetfashion anakcitayam scbd citayam click httpstcownuwlvozp,0.0,1.0,0.0,0.0
"animal, scbd fashion week plans",0.0,1.0,0.0,0.0
duck cheesee guess scbd citayam fashion week,0.0,1.0,0.0,0.0
gokil like a japanese teenager style citayam fashion week scbd viral httpstcorxpihnwb,0.0,0.8,0.2,0.3612
the phenomenon of citayam fashion week viral social media infatuation with teenagers scbd sudirman citayam bojonggede depok read in full httpstcoutnnnzb citayamfashionweek scbd citayam httpstcorxamlfyl,0.0,0.938,0.062,0.1531
"I can't comment on what scbd & citayam fashion week is because I'm organic, so it's delicious, it may grow, it may not be carried away by Fafifu's theory, blaming the jealousy of celebrities, it's really relevant, so lazy, let those kids be",0.181,0.739,0.079,-0.624
Disbud dki jakarta fashion aga phenomenon Citayam bina httpstcobtwwllhf,0.0,1.0,0.0,0.0
"the pandemic is still a teenager, chili chili, changes to scbd sudirman citayam bojong gede depok event citayem fashion week",0.0,1.0,0.0,0.0
rt oshiiiiiinnn happy simple thanks for not participating in scbd fashion week httpst,0.0,0.625,0.375,0.765
sanwo iqbaalliqbaall wow cool thousand small greetings ama uncle anies flooded dki residents join scbd fashion week gub,0.0,0.558,0.442,0.8779
"Some really find people who feel exclusive and feel anti-mainstream, for example, saying that the children of SCBD Citayem Fashion Week are tacky",0.0,0.936,0.064,0.128
cross scbd citayam fashion week httpstcoqwmxsmkz,0.0,1.0,0.0,0.0
backstage view of citayam fashion week scbd youth night title event forced to stay in morning train schedule source tiktokbumimamba httpstcolhvitupqj,0.13,0.87,0.0,-0.4588
"those who are sarcastic about scbd fashion week, it's really itchy to go there toowwwwwwwwwwwwwwwwwwwww",0.253,0.747,0.0,-0.5256
"cultural service, disbud, dki, value for young children's chest fashion aga event, know sudirman citayam bojonggede, depok, scbd, direction, httpstcooktjqghsg",0.0,0.888,0.112,0.34
RT Sigitwid Aniesbaswedan supports being happy to show off cosmetics rather than actually finishing p,0.0,0.659,0.341,0.7351
meliaheraw gnwnyd teniramadanti ohh lg scbd fashion week yah kelean wkwk,0.0,1.0,0.0,0.0
"Beb, don't you feel that since the Citayem Fashion Week phenomenon, Ms. Scbd, the terminology has shifted, yes, Ms. Madam is wearing a coach meeting coffee shop lanyard bag, wrapped in a necklace with mixed words enggreeesindo httpstcodrzctnqvrl",0.0,0.928,0.072,0.4019
njwdell already as big as Citayem's slave slave scbd already want scbd dah Citayem fashion week,0.0,0.92,0.08,0.0772
scbd fashion week inspires fashion designers,0.0,0.633,0.367,0.4404
"Jekardah house, I'm going to scbd fashion week",0.0,1.0,0.0,0.0
"friend, you are not a stranger to Citayam Fashion Week in the Sudirman area, Jakarta, directly promoting UMKM, read the full article on Scbd Fashion Citayemfashionweek until away.com httpstcoegilplly",0.0,0.82,0.18,0.6908
"If the influencer invites scbd fashion week followers, keep it clean while the brothers and sisters are there, examples of the creations of dear earth already",0.0,0.744,0.256,0.7845
"pen join scbd fashion week, what a fun cake",0.0,0.522,0.478,0.6705
"extremely gorgeous citizen, eyewitness interview, scbd sudirman children, the phenomenon of fashion week, the impact of cross roads",0.0,0.798,0.202,0.6478
"Citayam Fashion Week phenomenon, youth scbd, Blok M cash, Mejeng location phenomenon, young people, watch old Indonesian films, Blok M, Bintang Desy Ratnasari Paramitha Rusdy httpstcousbsgrwb",0.0,1.0,0.0,0.0
"Prasetyoedi, please report the chairman of the DKI Jakarta DPRD, Prasetyo Edi Marsudi regarding the viral phenomenon of Citayam Fashion Weeks, CBD, the Taman area of ​​Dukuh Menteng MRT Station, Central Jakarta, dirty, many young people smoking, places of shame httpstcofhygm",0.13,0.821,0.05,-0.5719
rt vdvc talk japan fashion media tokyo fashion praises the citayam fashion week phenomenon crowded vdvctalk scbd,0.0,0.825,0.175,0.5267
portrait of phenomenon abg scbd title Citayam fashion week sudirman exclaims celebritiesdotid infoceleb latest httpstcostrjqermd,0.0,1.0,0.0,0.0
"For a moment, sudirman, it's like he didn't fill up with scbd fashion week children, tiktod is already ahead of the selebtok who came, auto slide, mbaq mas citayem",0.0,0.915,0.085,0.3612
the dark side of the citayam fashion week teenagers sleeping bridge httpstcoorizfw citayamfashionweek the dark side of teenagers sleeping the train bridge scbd sudirman indonesia national prmn the mind of the people prmntemanumkm the mind of the peoplemedianetwork potentiallocalgonational,0.0,1.0,0.0,0.0
